"ID_Agente","ID_Caso","Agente","Atributo","Género","Calidad","Labor","ID_Documento","Código","Nombre_Codigo","Sub_Código","Nombre_Sub_Codigo","Año","Lugar","Source"
"ACJ3720","1767","Persona","Perpetrador","Sin información","Sin especificar","Sin especificar","1767A","1","Homicidio","1.1","Homicidio","1675","Chocontá","AGNSC.1986219281767A"
"ACJ3721","1768","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1768A","4","Violencia","4.1","Heridas","1657","Santafé (Bogotá)","AGNSC.198622929-9451768A"
"ACJ3721","1768","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1768B","10","Concubinato","10.2","Adulterio","1657","Santafé (Bogotá)","AGNSC.198622929-9451768B"
"ACJ3721","1768","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1768C","20","Robo","20.1","Robo","1657","Santafé (Bogotá)","AGNSC.198622929-9451768C"
"ACJ3722","1768","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1768B","10","Concubinato","10.2","Adulterio","1657","Santafé (Bogotá)","AGNSC.198622929-9451768B"
"ACJ3723","1768","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1768A","4","Violencia","4.1","Heridas","1657","Santafé (Bogotá)","AGNSC.198622929-9451768A"
"ACJ3724","1769","Persona","Víctima","Hombre","Sin especificar","Político del Estado","1769A","19","Desacato",,"Delitos","1760","Santafé (Bogotá)","AGNSC.198623946-9701769A"
"ACJ3725","1769","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1769A","19","Desacato",,"Delitos","1760","Santafé (Bogotá)","AGNSC.198623946-9701769A"
"ACJ3726","1770","Persona","Víctima","Sin información","Sin especificar","Sin especificar","1770A","20","Robo","20.1","Robo","1805","Anolaima","AGNSC.198624971-10361770A"
"ACJ3727","1770","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1770A","20","Robo","20.1","Robo","1805","Anolaima","AGNSC.198624971-10361770A"
"ACJ3728","1771","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1771A","1","Homicidio","1.1","Homicidio","1801","Ubaté","AGNSC.198711—661771A"
"ACJ3728","1771","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1771B","8","Aborto",,"Delitos","1801","Ubaté","AGNSC.198711—661771B"
"ACJ3729","1771","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1771A","1","Homicidio","1.1","Homicidio","1801","Ubaté","AGNSC.198711—661771A"
"ACJ3729","1771","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1771B","8","Aborto",,"Delitos","1801","Ubaté","AGNSC.198711—661771B"
"ACJ373","180","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","180A","16","Injuria","16.1","Injuria","1808","Zipaquirá","AGNSC.19720589-597180A"
"ACJ3730","1771","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1771A","1","Homicidio","1.1","Homicidio","1801","Ubaté","AGNSC.198711—661771A"
"ACJ3730","1771","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1771B","8","Aborto",,"Delitos","1801","Ubaté","AGNSC.198711—661771B"
"ACJ3731","1771","Persona","Víctima","Sin información","Sin especificar","Sin especificar","1771B","8","Aborto",,"Delitos","1801","Ubaté","AGNSC.198711—661771B"
"ACJ3732","1771","Persona","Víctima","Sin información","Sin especificar","Sin especificar","1771B","8","Aborto",,"Delitos","1801","Ubaté","AGNSC.198711—661771B"
"ACJ3733","1772","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1772A","10","Concubinato","10.2","Adulterio","1805","Santafé (Bogotá)","AGNSC.1987375-931772A"
"ACJ3733","1772","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1772B","4","Violencia","4.1","Heridas","1805","Santafé (Bogotá)","AGNSC.1987375-931772B"
"ACJ3733","1772","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1772C","8","Aborto",,"Delitos","1805","Santafé (Bogotá)","AGNSC.1987375-931772C"
"ACJ3734","1772","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1772B","4","Violencia","4.1","Heridas","1805","Santafé (Bogotá)","AGNSC.1987375-931772B"
"ACJ3734","1772","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1772C","8","Aborto",,"Delitos","1805","Santafé (Bogotá)","AGNSC.1987375-931772C"
"ACJ3735","1772","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1772A","10","Concubinato","10.2","Adulterio","1805","Santafé (Bogotá)","AGNSC.1987375-931772A"
"ACJ3736","1772","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1772A","10","Concubinato","10.2","Adulterio","1805","Santafé (Bogotá)","AGNSC.1987375-931772A"
"ACJ3737","1773","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1773A","5","Violencia conyugal","5.1","Violencia conyugal","1809","Santafé (Bogotá)","AGNSC.1987494-1431773A"
"ACJ3737","1773","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1773B","16","Injuria","16.1","Injuria","1809","Santafé (Bogotá)","AGNSC.1987494-1431773B"
"ACJ3738","1773","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1773A","5","Violencia conyugal","5.1","Violencia conyugal","1809","Santafé (Bogotá)","AGNSC.1987494-1431773A"
"ACJ3738","1773","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1773B","16","Injuria","16.1","Injuria","1809","Santafé (Bogotá)","AGNSC.1987494-1431773B"
"ACJ3739","1774","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1774A","5","Violencia conyugal","5.2","Abandono","1800","Pamplona","AGNSC.19875144-1641774A"
"ACJ374","180","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","180A","16","Injuria","16.1","Injuria","1808","Zipaquirá","AGNSC.19720589-597180A"
"ACJ3740","1774","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1774A","5","Violencia conyugal","5.2","Abandono","1800","Pamplona","AGNSC.19875144-1641774A"
"ACJ3741","1775","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1775A","5","Violencia conyugal","5.2","Abandono","1802","Bochalema","AGNSC.19876165-1671775A"
"ACJ3742","1775","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1775A","5","Violencia conyugal","5.2","Abandono","1802","Bochalema","AGNSC.19876165-1671775A"
"ACJ3743","1776","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1776A","9","Estupro","9.2","Desfloramiento","1771","Nocaima","AGNSC.19877168-2251776A"
"ACJ3744","1776","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1776A","9","Estupro","9.2","Desfloramiento","1771","Nocaima","AGNSC.19877168-2251776A"
"ACJ3745","1777","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1777A","1","Homicidio","1.3","Infanticidio","1808","San Vicente","AGNSC.19878226-2531777A"
"ACJ3746","1777","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1777A","1","Homicidio","1.3","Infanticidio","1808","San Vicente","AGNSC.19878226-2531777A"
"ACJ3747","1778","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1778B","10","Concubinato","10.2","Adulterio","1803","Mariquita","AGNSC.19879254-2751778B"
"ACJ3748","1778","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1778B","10","Concubinato","10.2","Adulterio","1803","Mariquita","AGNSC.19879254-2751778B"
"ACJ3749","1778","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1778A","10","Concubinato","10.1","Concubinato","1803","Mariquita","AGNSC.19879254-2751778A"
"ACJ3749","1778","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1778B","10","Concubinato","10.2","Adulterio","1803","Mariquita","AGNSC.19879254-2751778B"
"ACJ375","181","Persona","Víctima","Hombre","Sin especificar","Político del Estado","181A","16","Injuria","16.1","Injuria","1801","Bosa","AGNSC.19721598-613181A"
"ACJ375","181","Persona","Víctima","Hombre","Sin especificar","Político del Estado","181B","19","Desacato",,"Delitos","1801","Bosa","AGNSC.19721598-613181B"
"ACJ3750","1778","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1778A","10","Concubinato","10.1","Concubinato","1803","Mariquita","AGNSC.19879254-2751778A"
"ACJ3750","1778","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1778B","10","Concubinato","10.2","Adulterio","1803","Mariquita","AGNSC.19879254-2751778B"
"ACJ3751","1779","Institución","Víctima","null","null","null","1779A","18","Financiero","18.3","Evación fiscal","1754","Tunja","AGNSC.198710276-3011779A"
"ACJ3752","1779","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1779A","18","Financiero","18.3","Evación fiscal","1754","Tunja","AGNSC.198710276-3011779A"
"ACJ3753","1780","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1780A","5","Violencia conyugal","5.1","Violencia conyugal","1809","Santafé (Bogotá)","AGNSC.198711302-3041780A"
"ACJ3754","1780","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1780A","5","Violencia conyugal","5.1","Violencia conyugal","1809","Santafé (Bogotá)","AGNSC.198711302-3041780A"
"ACJ3755","1781","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1781A","1","Homicidio","1.1","Homicidio","1808","Santafé (Bogotá)","AGNSC.198712305-3591781A"
"ACJ3756","1781","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1781A","1","Homicidio","1.1","Homicidio","1808","Santafé (Bogotá)","AGNSC.198712305-3591781A"
"ACJ3757","1782","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1782A","16","Injuria","16.1","Injuria","1767","Tiribitá","AGNSC.198713360-3621782A"
"ACJ3758","1782","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","1782A","16","Injuria","16.1","Injuria","1767","Tiribitá","AGNSC.198713360-3621782A"
"ACJ3759","1783","Persona","Víctima","Hombre","Sin especificar","Eclesiástico","1783A","19","Desacato",,"Delitos","1655","Anolaima","AGNSC.198714363-3761783A"
"ACJ376","181","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","181A","16","Injuria","16.1","Injuria","1801","Bosa","AGNSC.19721598-613181A"
"ACJ376","181","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","181B","19","Desacato",,"Delitos","1801","Bosa","AGNSC.19721598-613181B"
"ACJ3760","1783","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1783A","19","Desacato",,"Delitos","1655","Anolaima","AGNSC.198714363-3761783A"
"ACJ3761","1784","Persona","Víctima","Sin información","Sin especificar","Sin especificar","1784A","20","Robo","20.1","Robo","1606","Santafé (Bogotá)","AGNSC.198715377-3871784A"
"ACJ3762","1784","Persona","Perpetrador","Hombre","Indígenas","Sin especificar","1784A","20","Robo","20.1","Robo","1606","Santafé (Bogotá)","AGNSC.198715377-3871784A"
"ACJ3763","1785","Persona","Víctima","Sin información","Sin especificar","Sin especificar","1785A","20","Robo","20.1","Robo","1630","Salazar de las Palmas","AGNSC.198716388-4071785A"
"ACJ3764","1785","Persona","Perpetrador","Hombre","Sin especificar","Eclesiástico","1785A","20","Robo","20.1","Robo","1630","Salazar de las Palmas","AGNSC.198716388-4071785A"
"ACJ3765","1787","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1787A","16","Injuria","16.1","Injuria","1743","Ubaque","AGNSC.198718422-4251787A"
"ACJ3766","1787","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1787A","16","Injuria","16.1","Injuria","1743","Ubaque","AGNSC.198718422-4251787A"
"ACJ3767","1788","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1788A","4","Violencia","4.2","Riña","1609","Santafé (Bogotá)","AGNSC.198719426-4571788A"
"ACJ3767","1788","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1788B","4","Violencia","4.1","Heridas","1609","Santafé (Bogotá)","AGNSC.198719426-4571788B"
"ACJ3768","1788","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1788A","4","Violencia","4.2","Riña","1609","Santafé (Bogotá)","AGNSC.198719426-4571788A"
"ACJ3768","1788","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1788B","4","Violencia","4.1","Heridas","1609","Santafé (Bogotá)","AGNSC.198719426-4571788B"
"ACJ3769","1788","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1788B","4","Violencia","4.1","Heridas","1609","Santafé (Bogotá)","AGNSC.198719426-4571788B"
"ACJ377","182","Persona","Víctima","Sin información","Sin especificar","Sin especificar","182A","20","Robo","20.1","Robo","1626","Santafé (Bogotá)","AGNSC.19722614-654182A"
"ACJ3770","1788","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1788A","4","Violencia","4.2","Riña","1609","Santafé (Bogotá)","AGNSC.198719426-4571788A"
"ACJ3771","1789","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1789A","1","Homicidio","1.1","Homicidio","1784","Soacha","AGNSC.198721484-4971789A"
"ACJ3772","1789","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1789A","1","Homicidio","1.1","Homicidio","1784","Soacha","AGNSC.198721484-4971789A"
"ACJ3773","1790","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1790A","16","Injuria","16.1","Injuria","1745","Santafé (Bogotá)","AGNSC.198722498-5111790A"
"ACJ3774","1790","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1790A","16","Injuria","16.1","Injuria","1745","Santafé (Bogotá)","AGNSC.198722498-5111790A"
"ACJ3775","1791","Institución","Víctima","null","null","null","1791A","20","Robo","20.1","Robo","1808","Santafé (Bogotá)","AGNSC.198723512-6081791A"
"ACJ3776","1791","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1791A","20","Robo","20.1","Robo","1808","Santafé (Bogotá)","AGNSC.198723512-6081791A"
"ACJ3777","1792","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1792A","4","Violencia","4.2","Riña","1633","Santafé (Bogotá)","AGNSC.198724609-6161792A"
"ACJ3778","1792","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1792A","4","Violencia","4.2","Riña","1633","Santafé (Bogotá)","AGNSC.198724609-6161792A"
"ACJ3779","1793","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1793A","4","Violencia","4.1","Heridas","1585","Santafé (Bogotá)","AGNSC.198725617-7161793A"
"ACJ378","182","Persona","Perpetrador","Mujer","Esclavo","Sin especificar","182A","20","Robo","20.1","Robo","1626","Santafé (Bogotá)","AGNSC.19722614-654182A"
"ACJ3780","1793","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1793A","4","Violencia","4.1","Heridas","1585","Santafé (Bogotá)","AGNSC.198725617-7161793A"
"ACJ3781","1793","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1793A","4","Violencia","4.1","Heridas","1585","Santafé (Bogotá)","AGNSC.198725617-7161793A"
"ACJ3782","1794","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","1794A","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.2","Ayudar a alguien a fugarse","1759","Cartagena de Indias","AGNSC.198727843-8491794A"
"ACJ3783","1794","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","1794A","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.2","Ayudar a alguien a fugarse","1759","Cartagena de Indias","AGNSC.198727843-8491794A"
"ACJ3784","1794","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","1794A","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.2","Ayudar a alguien a fugarse","1759","Cartagena de Indias","AGNSC.198727843-8491794A"
"ACJ3785","1795","Persona","Víctima","Hombre","Sin especificar","Político del Estado","1795A","19","Desacato",,"Delitos","1807","San Martín","AGNSC.198728850-8661795A"
"ACJ3786","1795","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1795A","19","Desacato",,"Delitos","1807","San Martín","AGNSC.198728850-8661795A"
"ACJ3787","1796","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1796A","1","Homicidio","1.1","Homicidio","1762","Tiribitá","AGNSC.198732940-9481796A"
"ACJ3788","1796","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1796A","1","Homicidio","1.1","Homicidio","1762","Tiribitá","AGNSC.198732940-9481796A"
"ACJ3789","1797","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1797A","4","Violencia","4.1","Heridas","1578","Antioquia (Departamento)","AGNSC.198733949-9661797A"
"ACJ379","184","Persona","Víctima","Hombre","Sin especificar","Sin especificar","184A","3","Intento de homicidio",,"Delitos","1596","Santafé (Bogotá)","AGNSC.19724673-698184A"
"ACJ3790","1797","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1797A","4","Violencia","4.1","Heridas","1578","Antioquia (Departamento)","AGNSC.198733949-9661797A"
"ACJ3791","1798","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1798A","1","Homicidio","1.1","Homicidio","1767","Guaduas","AGNSC.198734967-10101798A"
"ACJ3792","1798","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1798A","1","Homicidio","1.1","Homicidio","1767","Guaduas","AGNSC.198734967-10101798A"
"ACJ3793","1799","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1799A","9","Estupro","9.4","Violación","1608","Santafé (Bogotá)","AGNSC.198811—1531799A"
"ACJ3794","1799","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1799A","9","Estupro","9.4","Violación","1608","Santafé (Bogotá)","AGNSC.198811—1531799A"
"ACJ3795","1806","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1806A","10","Concubinato","10.1","Concubinato","1771","Tunja","AGNSC.19889178-1791806A"
"ACJ3796","1806","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1806A","10","Concubinato","10.1","Concubinato","1771","Tunja","AGNSC.19889178-1791806A"
"ACJ3797","1818","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1818A","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.1","Fuga o intento de fuga (de cárcel, de exilio, etc)","1780","Facatativá","AGNSC.198823259-2601818A"
"ACJ3798","1823","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1823A","10","Concubinato","10.2","Adulterio","1798","Zipaquirá","AGNSC.198828549-5561823A"
"ACJ3798","1823","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1823B","5","Violencia conyugal","5.2","Abandono","1798","Zipaquirá","AGNSC.198828549-5561823B"
"ACJ3799","1823","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1823B","5","Violencia conyugal","5.2","Abandono","1798","Zipaquirá","AGNSC.198828549-5561823B"
"ACJ38","18","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","18A","19","Desacato",,"Delitos","1614","Santafé (Bogotá)","AGNSC.1926664-68418A"
"ACJ380","184","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","184A","3","Intento de homicidio",,"Delitos","1596","Santafé (Bogotá)","AGNSC.19724673-698184A"
"ACJ3800","1823","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1823A","10","Concubinato","10.2","Adulterio","1798","Zipaquirá","AGNSC.198828549-5561823A"
"ACJ3801","1823","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1823A","10","Concubinato","10.2","Adulterio","1798","Zipaquirá","AGNSC.198828549-5561823A"
"ACJ3802","1824","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1824A","1","Homicidio","1.1","Homicidio","1791","Santafé (Bogotá)","AGNSC.198829557-5701824A"
"ACJ3803","1824","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1824A","1","Homicidio","1.1","Homicidio","1791","Santafé (Bogotá)","AGNSC.198829557-5701824A"
"ACJ3804","1826","Persona","Víctima","Sin información","Sin especificar","Sin especificar","1826A","10","Concubinato","10.2","Adulterio","1782","Santafé (Bogotá)","AGNSC.198831573-6341826A"
"ACJ3805","1826","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1826A","10","Concubinato","10.2","Adulterio","1782","Santafé (Bogotá)","AGNSC.198831573-6341826A"
"ACJ3805","1826","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1826B","12","Prostitución",,"Delitos","1782","Santafé (Bogotá)","AGNSC.198831573-6341826B"
"ACJ3806","1826","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1826A","10","Concubinato","10.2","Adulterio","1782","Santafé (Bogotá)","AGNSC.198831573-6341826A"
"ACJ3807","1827","Persona","Víctima","Sin información","Sin especificar","Sin especificar","1827A","10","Concubinato","10.2","Adulterio","1782","Santafé (Bogotá)","AGNSC.198831573-6341827A"
"ACJ3808","1827","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1827A","10","Concubinato","10.2","Adulterio","1782","Santafé (Bogotá)","AGNSC.198831573-6341827A"
"ACJ3808","1827","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1827B","12","Prostitución",,"Delitos","1782","Santafé (Bogotá)","AGNSC.198831573-6341827B"
"ACJ3809","1827","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1827A","10","Concubinato","10.2","Adulterio","1782","Santafé (Bogotá)","AGNSC.198831573-6341827A"
"ACJ381","188","Persona","Víctima","Hombre","Sin especificar","Sin especificar","188A","16","Injuria","16.1","Injuria","1616","Zipaquirá","AGNSC.19728764-870188A"
"ACJ3810","1828","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1828A","4","Violencia","4.1","Heridas","1809","null","AGNSC.198832635-6371828A"
"ACJ3811","1828","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1828A","4","Violencia","4.1","Heridas","1809","null","AGNSC.198832635-6371828A"
"ACJ3812","1829","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1829A","1","Homicidio","1.1","Homicidio","1750","Tocaima","AGNSC.198833638-7161829A"
"ACJ3813","1829","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1829A","1","Homicidio","1.1","Homicidio","1750","Tocaima","AGNSC.198833638-7161829A"
"ACJ3814","1830","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1830A","4","Violencia","4.1","Heridas","1752","Santafé (Bogotá)","AGNSC.198834717-7181830A"
"ACJ3815","1830","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1830A","4","Violencia","4.1","Heridas","1752","Santafé (Bogotá)","AGNSC.198834717-7181830A"
"ACJ3816","1830","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1830A","4","Violencia","4.1","Heridas","1752","Santafé (Bogotá)","AGNSC.198834717-7181830A"
"ACJ3817","1831","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1831A","9","Estupro","9.3","Incesto","1769","Sesquilé","AGNSC.198835719-7351831A"
"ACJ3818","1831","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1831A","9","Estupro","9.3","Incesto","1769","Sesquilé","AGNSC.198835719-7351831A"
"ACJ3819","1831","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1831A","9","Estupro","9.3","Incesto","1769","Sesquilé","AGNSC.198835719-7351831A"
"ACJ382","188","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","188A","16","Injuria","16.1","Injuria","1616","Zipaquirá","AGNSC.19728764-870188A"
"ACJ3820","1831","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1831A","9","Estupro","9.3","Incesto","1769","Sesquilé","AGNSC.198835719-7351831A"
"ACJ3821","1831","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1831A","9","Estupro","9.3","Incesto","1769","Sesquilé","AGNSC.198835719-7351831A"
"ACJ3822","1832","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1832A","1","Homicidio","1.1","Homicidio","1806","Santafé (Bogotá)","AGNSC.198837837-8431832A"
"ACJ3823","1832","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1832A","1","Homicidio","1.1","Homicidio","1806","Santafé (Bogotá)","AGNSC.198837837-8431832A"
"ACJ3824","1833","Persona","Víctima","Hombre","Sin especificar","Sin especificar","1833B","10","Concubinato","10.2","Adulterio","1802","Santafé (Bogotá)","AGNSC.1988388441833B"
"ACJ3825","1833","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1833A","10","Concubinato","10.1","Concubinato","1802","Santafé (Bogotá)","AGNSC.1988388441833A"
"ACJ3825","1833","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1833B","10","Concubinato","10.2","Adulterio","1802","Santafé (Bogotá)","AGNSC.1988388441833B"
"ACJ3826","1833","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1833A","10","Concubinato","10.1","Concubinato","1802","Santafé (Bogotá)","AGNSC.1988388441833A"
"ACJ3826","1833","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1833B","10","Concubinato","10.2","Adulterio","1802","Santafé (Bogotá)","AGNSC.1988388441833B"
"ACJ3827","1834","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1834A","9","Estupro","9.1","Estrupo","1792","Soacha","AGNSC.198839863-8981834A"
"ACJ3827","1834","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1834B","9","Estupro","9.3","Incesto","1792","Soacha","AGNSC.198839863-8981834B"
"ACJ3828","1834","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1834A","9","Estupro","9.1","Estrupo","1792","Soacha","AGNSC.198839863-8981834A"
"ACJ3828","1834","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1834B","9","Estupro","9.3","Incesto","1792","Soacha","AGNSC.198839863-8981834B"
"ACJ3829","1834","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1834A","9","Estupro","9.1","Estrupo","1792","Soacha","AGNSC.198839863-8981834A"
"ACJ3829","1834","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1834B","9","Estupro","9.3","Incesto","1792","Soacha","AGNSC.198839863-8981834B"
"ACJ383","188","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","188A","16","Injuria","16.1","Injuria","1616","Zipaquirá","AGNSC.19728764-870188A"
"ACJ3830","1835","Institución","Víctima","null","null","null","1835A","19","Desacato",,"Delitos","1809","Santafé (Bogotá)","AGNSC.198840899-9021835A"
"ACJ3831","1835","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1835A","19","Desacato",,"Delitos","1809","Santafé (Bogotá)","AGNSC.198840899-9021835A"
"ACJ3832","1836","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1836A","10","Concubinato","10.1","Concubinato","1801","Santafé (Bogotá)","AGNSC.198841903-9291836A"
"ACJ3833","1836","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1836A","10","Concubinato","10.1","Concubinato","1801","Santafé (Bogotá)","AGNSC.198841903-9291836A"
"ACJ3834","1836","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1836A","10","Concubinato","10.1","Concubinato","1801","Santafé (Bogotá)","AGNSC.198841903-9291836A"
"ACJ3835","1837","Persona","Víctima","Mujer","Sin especificar","Sin especificar","1837A","5","Violencia conyugal","5.1","Violencia conyugal","1791","Honda","AGNSC.198842930-9611837A"
"ACJ3836","1837","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1837A","5","Violencia conyugal","5.1","Violencia conyugal","1791","Honda","AGNSC.198842930-9611837A"
"ACJ3837","1838","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","1838A","10","Concubinato","10.1","Concubinato","1801","Piedecuesta","AGNSC.198843962-9801838A"
"ACJ3838","1838","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1838A","10","Concubinato","10.1","Concubinato","1801","Piedecuesta","AGNSC.198843962-9801838A"
"ACJ3838","1838","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","1838B","18","Financiero","18.4","Negocios y juegos ilegales","1801","Piedecuesta","AGNSC.198843962-9801838B"
