ID_Caso,ID_Crímen,Descripción
1292,1292D,"**Memorial **de Juan José de los Rios, sobre la larga prisión de Bárbara Duarte, su esposa, implicada en el homicidio de Rosa Estupiñan."
1293,1293A,"Demanda de Tomás de Lamo y Patiño contra el doctor José Antonio Benítez, por haber éste **difamado **las familias de Lamo, Uribe y Patiño."
1294,1294A,"Francisco Javier Toscano, marido de Escolástica Villamizar, pide judicialmente el destierro de Francisco de Vargas y Cáceres, quien **desfloró **a la mencionada consorte. Demanda de Buenaventura Villamizar, padre de ella, contra el seductor, por igual motivo."
1295,1295A,"Juicio por **adulterio**, seguido a Manuel Pereira y Clemencia Martínez, mujer de Eusebio Mejía, denunciante del delito y acusador del delincuente."
1295,1295B,"Denuncio que dio Eusebio Mejía ante las autoridades del Socorro, respecto al adulterio de Clemencia Martín, su mujer con Manuel Pereira y juicio que se le siguió a los adúlteros"
1296,1296A,"Causa seguida a Pedro Naranjo, por **incesto **con tres de sus hijas, y amancebamiento con María Josefa Barón. Investigaciones de José Antonio Ardila, Alcalde del Socorro, para comprobarlos mencionados delitos."
1296,1296B,"Causa seguida a Pedro Naranjo, por incesto con tres de sus hijas, y **amancebamiento **con María Josefa Barón. Investigaciones de José Antonio Ardila, Alcalde del Socorro, para comprobarlos mencionados delitos."
1297,1297A,"Fray Pedro Pardo, cura de Puente Real, informa sobre los denuncios de Juana María Pinzón, mujer de Alejo Franki; y de Ana María Joaquina Rivera, esposa de Carlos Pinzón; sobre los casos de **sodomía**, de éste con Salvador Camelo, Casiano Dineros y Pedro Briceño; de aquél, con Miguel Vargas."
1297,1297B,"Fray Pedro Pardo, cura de Puente Real, informa sobre los denuncios de Juana María Pinzón, mujer de Alejo Franki; y de Ana María Joaquina Rivera, esposa de Carlos Pinzón; sobre los casos de **sodomía**, de éste con Salvador Camelo, Casiano Dineros y Pedro Briceño; de aquél, con Miguel Vargas."
1298,1298A,"Causa seguida a Antonio Almeira, por **irrespetos **y amenazas a Juan de Dios de Arenas y Mantilla, Alcalde de Piedecuesta."
1298,1298B,"Causa seguida a Antonio Almeira, por irrespetos y **amenazas **a Juan de Dios de Arenas y Mantilla, Alcalde de Piedecuesta."
1299,1299A,"Sumario instruido a José Antonio Bermúdez, por supuesto **matrimonio **con María Cecilia Tarazona, en la Uvita, y por falsedad de documentos."
1299,1299B,"Sumario instruido a José Antonio Bermúdez, por supuesto matrimonio con María Cecilia Tarazona, en la Uvita, y por **falsedad de documentos.**"
1300,1300A,"Ignacio Plata, cura de Simacota, se querella de Domingo Berbeo quien se **opuso a la edificación de una iglesia **en el lugar **y sugiró a los vecinos la misma oposición.**"
1301,1301A,"Juicio seguido a Salvador Rodríguez Fajardo, por el **homicidio **de Juan Alonso García."
1301,1301B,"José Tadeo Tuñón de Miranda, como apoderado de Salvador Rodríguez Fajardo, **pide **la devolución de los bienes de éste, embargados en juicio que se le siguió por homicidio."
1301,1301C,"**Petición **de Juan Estéban de Hostos y María de Colmenares, su consorte, sobre desembargo de sus bienes y libertad de él, a quien se complicó en el homicidio de Alonso García, ejecutado por Salvador Fajardo."
1301,1301D,"Información sobre el embargo de los bienes de Salvador Rodríguez Fajardo y Delgado, ordenado por ser homicida de Alonso García; subasta pública de esos bienes en Pamplona, (etc…)"
1301,1301E,"Tasación de costas de la causa por el homicidio de Alonso García, seguida a Salvador Rodríguez Fajardo. Rela Audiencia."
1301,1301F,"Gregorio Rodríguez Bustelo, demanda el costo de traslado de Cúcuta a Santafé, del sumario instruido a Salvador Fajardo, por el homicidio de Alonso García."
1301,1301G,"Proceso de Salvador Rodríguez Fajardo, quien dio muerte a Alonso García, en Cúcuta."
1301,1301H,"Salvador Rodríguez Fajardo, **reclama la inmunidad** de que gozara al asilarse en el templo de San Antonio de Táchira, y dentro del cual fue aprehendido para el seguimiento de la causa, por el homicidio de Alonso García."
1301,1301I,"Desistimiento de Francisco García, del denuncio y acusación por el homicidio de Alonso Garcia, su hermano, contra Salvador Rodríguez Fajardo."
1301,1301J,"Francisco Javier Moreno, gobernador de Maracaibo, ordena procesar a Salvador Rodríguez Fajardo, por sus **excesos**."
1301,1301K,"Proceso de Salvador Rodíguez Fajardo, sindicado del homicidio de Alonso García."
1301,1301L,"Diligenciamiento de remate de bienes de Salvador Rodríguez Fajardo, sindicado de homicidio. San Cristóbal."
1301,1301M,"El proceso de Salvador Rodríguez Fajardo, sindicado del homicidio de Alonso García. Informaciones del gobernador de Maracaibo, en la tramitación de la causa."
1301,1301N,"Salvador Rodríguez Fajardo, **solicita su excarcelación**. Sindicado de homicidio."
1302,1302A,"Juicio seguido a Ambrosio de Neira y Castro, vecino de Leiva, por el **rapto **de Isabel Josefa Sáenz de Sampelayo, hija de Cristóbal Eugenio Sáenz de Sampelayo, denunciante del hecho."
1302,1302B,"Investigación judicial, sobre la fuga de María Josefa Sáenz de Sampelayo, recluida en el hospicio por orden de Cristóbal Eugenio Sáenz de Sampelayo, su padre, como sanción de su anterior **fuga **y escandalo con Ambrosio de Neira."
1303,1303A,"El Maestro de Campo Pedro Ruíz Montero, contra Diego Díaz de Escandón y Francisco Ziceros, por **violación de correos de correspondencia** del dicho Ruíz Montero para el Oidor Domingo de la Rocha Ferrer."
1304,1304A,"Causa seguida a Pedro y Pole Verdugo, por varios **hurtos **en la provincia de Vélez. (1)"
1304,1304B,"Causa seguida a Pedro y Pole Verdugo, por varios **hurtos **en la provincia de Vélez. (2)"
1305,1305A,"Demanda de Juan José Vera, por **agravios **e injurias, contra Simón Salguero y multa que se le impuso a Juan Antonio Durán, alcalde del Socorro, por morosidad en resolver lo concerniente."
1305,1305B,"Demanda de Juan José Vera, por agravios e **injurias**, contra Simón Salguero y multa que se le impuso a Juan Antonio Durán, alcalde del Socorro, por morosidad en resolver lo concerniente."
1305,1305C,"Demanda de Juan José Vera, por agravios e injurias, contra Simón Salguero y multa que se le impuso a Juan Antonio Durán, alcalde del Socorro, por **morosidad en resolver lo concerniente**."
1306,1306A,"Causa seguida al doctor Pedro de Salgar, por **concubinato **adulterino con Gorgonia Mantilla, esposa de Juan Eugenio Mantilla."
1306,1306B,"Causa criminal, seguida a pedimento de Juan Eugenio Mantilla, a Gorgonia Mantilla, su mujer, y al doctor Pedro de Salgar, su compadre, por sus relaciones **adulterias**"
1306,1306C,"Causa que se le siguió al doctor Pedro Salgar clerigo sin ordenar de San Andres de Guaca, por adulterio con Gorgonia Mantilla, mujer de Juan Eugenio Mantilla, acusador de los adulteros."
1306,1306D,"Anexo de la causa seguida a Pedro de Salgar, por adulterio con Gregoria Mantilla, según denuncio de su marido, Juan Eugenio Mantilla."
1307,1307A,"Demanda de Juan Buenaventura Ortíz contra del doctor Pedro Salgar, por **agravios**."
1308,1308A,"Causa seguida a Juan Salvador Garzón y socios, por **robos en Oiba**, el Socorro y su jurisdicciones. (3)"
1308,1308B,"Causa seguida a Juan Salvador Garzón y socios, por **robos **en Oiba, **el Socorro** y su jurisdicciones. (2)"
1308,1308C,"Causa seguida a Juan Salvador Garzón y socios, por **robos **en Oiba, el Socorro y** su jurisdicciones. (3)**"
1309,1309A,"Informe de los alcaldes de Pamplona, sobre la fuga de los presos de la cárcel local, el 14 de octubre de 1800, adicionado con un **informe **sobre el mal estado de ella, por no percibirse a cabalidad la renta de propios y emprender asi trabajos para mejorarla."
1309,1309B,"Informe de los alcaldes de Pamplona, sobre la **fuga de los presos **de la cárcel local, el 14 de octubre de 1800, adicionado con un informe sobre el mal estado de ella, por no percibirse a cabalidad la renta de propios y emprender asi trabajos para mejorarla."
1310,1310A,"Demanda de Juan Agustín de Olarte, por **ultrajes **de palabra y obra, contra Domingo Vicente Blanco, gallego, y contrademanda de éste por la misma causa."
1310,1310B,"Demanda de Juan Agustín de Olarte, por **ultrajes **de palabra y obra, contra Domingo Vicente Blanco, gallego, y **contrademanda **de éste por la misma causa."
1311,1311A,"Demanda de Francisco de Quintana Ferrer, Pedro Ceballos y Juan Gómez Cabeza de Vaca, españoles, contra Juan Francisco de Rueda, Alcalde de San Cristóbal, por **injurias **que les infirió."
1312,1312A,"Demanda de Alberto José de Zárate contra Joaquín García Pimentel, Alcalde de Chima, por haber apresado a María Francisca Suárez, esposa del demandante, debido a queja de Miguel de Acuña, **a cuya esposa imbuyó chismes de su marido**, la demanda."
1312,1312B,"Demanda de Alberto José de Zárate contra Joaquín García Pimentel, Alcalde de Chima, **por haber apresado** a María Francisca Suárez, esposa del demandante, debido a queja de Miguel de Acuña, a cuya esposa imbuyó chismes de su marido, la demanda."
1313,1313A,"Sumario instruido por el Alcalde de Puente Real, a Bernardo Antonio Beltrán Pinzón, por irrespetos y **desobediencia**."
1313,1313B,"Demanda de José Miguel de Olarte y Salazar, alcalde de Puente Real, contra Bernardo Antonio Beltrán Pinzón, quien lo **injurió **gravemente al cobrarle un dinero para la construcción de la cárcel local."
1314,1314A,"Sumario que se instruyó a Ignacio Pérez Calvino,** por haber regresado a Charalá, estando condenado a servicio militar.**"
1315,1315A,"Causa seguida a José de la Cruz Prieto, por **robos**, heridas, escalamientos y otros delitos."
1315,1315B,"Causa seguida a José de la Cruz Prieto, por robos, **heridas**, escalamientos y otros delitos."
1315,1315C,"Causa seguida a José de la Cruz Prieto, por robos, heridas, **escalamientos **y otros delitos."
1315,1315D,"Causa seguida a José de la Cruz Prieto, por robos, heridas, escalamientos y **otros delitos.**"
1316,1316A,"Sumario instruido por Juan Bautista Gómez, Capitán a Guerra de Ciénaga, a Alejo y Gregorio Herrera, indígenas de dicha población, por los **homicidios **de Pedro José y Carlos Maldonado"
1317,1317A,"Nota del Alcalde de Pamplona, remisoria de unos **reos **a la cárcel de Santafé."
1318,1318A,"Causa seguida a Patricio Jaramillo, Eustáquio Reina y Manuel de León, por **robo **de dinero."
1319,1319A,"**Real Cédul**a sobre el indulto de reos, con motivo del matrimonio del monarca español con la princesa María Antonia, de Nápoles."
1319,1319B,"Real Cédula sobre el **indulto **de reos, con motivo del matrimonio del monarca español con la princesa María Antonia, de Nápoles."
1320,1320A,"Causa seguida a Marcos Sánchez por el **homicidio **de Leandro Espinosa, en la población de San Francisco de la Montaña, de la provincia de Veraguas. El reo se acogió al indulto de la cédula en referencia."
1320,1320B,"Causa seguida a Marcos Sánchez por el homicidio de Leandro Espinosa, en la población de San Francisco de la Montaña, de la provincia de Veraguas. El reo se acogió al **indulto **de la cédula en referencia."
1321,1321A,"Causa seguida a Gabriel Ponce de León y a Alonso Juan Guerrero, su yerno, por **desobediencia y resistencia a las autoridades **de Panamá, negándose a retirar unos ganados de los ejidos de dicha ciudad."
1322,1322A,"Sumario instruido a Mauricio García, por **heridas **causadas a Manuel Hernández, Tesorero de las Reales Cajas de Portobelo."
1323,1323A,"Causa seguida a Gregorio Valdes, por **irrespetos **y desobediencia al alcalde de Taboga."
1323,1323B,"Causa seguida a Gregorio Valdes, por irrespetos y **desobediencia **al alcalde de Taboga."
1324,1324A,"Memorial de Juan Julián Navarro, sobre la causa que le siguieron por **homicidio**."
1325,1325A,"Sobre un **despacho injurioso y altanero** del gobernador de Veraguas, respecto del establecimiento de estanco de aguardiente y tabaco en las minas de dicha población."
1326,1326A,"Notas del gobernador de Portobelo, respecto de lo decretado para José Antonio Pérez Vega, se transladarse forzosamente a la ciudad de Panamá, a **hacer vida con su esposa**."
1327,1327A,"Sumario instruido a Francisco Hernández, por **heridas **causadas a Juan de Ortega."
1328,1328A,"Francisco Matos: Gobernador de Veraguas, se querella de Salvador Bernaben Reguart, Oficial Real, por la **descomedida e injuriosa nota que le dirigió**."
1329,1329A,Lista de **causas **criminales de la provincia de Panamá.
1330,1330A,Lista de **causas **criminales de la provincia de Portobelo.
1331,1331A,"Nombres de reos, sus **causas **y demás generales de ellos."
1332,1332A,"Sumario instruido por el alcalde de Socorro, a Salvador de Ardila, por **robo **de ganado mayor."
1333,1333A,"Nota de Ignacio Javier Azuero, Alcalde de Salazar de las Palmas, remisorio del **sumario **que le instruyó a José Ignacio Lopéz."
1334,1334A,"Sumario instruido por Luis del Rincón, Alcalde de Ocaña, a Antonio Hurtado de Tapia y Pedro de Santiago, por **lance a espada que tuvieron**, y del cual salieron heridos."
1335,1335A,"Proceso de José Joaquín Henández, quien** dio muerte** de un disparo de escopeta, a María Mercedes Pérez, en Ciénaga."
1336,1336A,"Sumario instruido por José Gabino Pinzón, Alcalde de Puente Real, a **Domingo **Niño, Juan Antonio Vargas y otros por **tahures**."
1337,1337A,"Causa Seguida por la justicias del Socorro a Francisco Javier Tribaldo, por **robos**."
1338,1338A,"Sumario instruido por Roque Vicente Serrano, Alcalde de Girón, a José Fernando Negrón, por ""molice"" por **maltratos a una niña**, hija de Pedro Quiñones y María Josefa Ribero."
1339,1339A,"Causa seguida a José, Juan y Francisco Javier Lineros, por desobediencia e **injurias **a Antonio José de Uribe Salazar, Alcalde de San Gil."
1339,1339B,"Causa seguida a José, Juan y Francisco Javier Lineros, por **desobediencia **e injurias a Antonio José de Uribe Salazar, Alcalde de San Gil."
1340,1340A,"Real provisión inicitativa para los jueces de Pamplona, pedida por el Presbítero Antonio Ignacio Gallardo, a fin de que le resolvieran la demanda por **injurias**, contra Juan Nemopuceno Villamizar."
